,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
9484,CMIG4,EURO,EQUITY PUT,CMIGS40,2020-07-20,10.5,9
9485,CMIG4,EURO,EQUITY PUT,CMIGS41,2020-07-20,11.5,2
9489,CMIG4,EURO,EQUITY PUT,CMIGS64,2020-07-20,6.4,3
9494,CMIG4,EURO,EQUITY PUT,CMIGS8,2020-07-20,8.0,4
9495,CMIG4,EURO,EQUITY PUT,CMIGS82,2020-07-20,8.2,1
9499,CMIG4,EURO,EQUITY PUT,CMIGS9,2020-07-20,9.0,1
9501,CMIG4,EURO,EQUITY PUT,CMIGS94,2020-07-20,9.4,1
9503,CMIG4,EURO,EQUITY PUT,CMIGS98,2020-07-20,9.8,3
9504,CMIG4,EURO,EQUITY PUT,CMIGT100,2020-08-17,10.2,1
9506,CMIG4,EURO,EQUITY PUT,CMIGT110,2020-08-17,11.2,1
9521,CMIG4,EURO,EQUITY PUT,CMIGT940,2020-08-17,9.4,3
9522,CMIG4,EURO,EQUITY PUT,CMIGT960,2020-08-17,9.6,2
9524,CMIG4,EURO,EQUITY PUT,CMIGT990,2020-08-17,9.9,2
9554,COGN3,AMER,EQUITY CALL,COGNC40,2022-03-18,4.0,9
9556,COGN3,AMER,EQUITY CALL,COGNC84,2022-03-18,8.4,5
9562,COGN3,AMER,EQUITY CALL,COGND9,2021-04-19,9.0,1
9563,COGN3,AMER,EQUITY CALL,COGNG350,2020-07-20,3.5,1
9568,COGN3,AMER,EQUITY CALL,COGNG40,2020-07-20,4.0,1
9574,COGN3,AMER,EQUITY CALL,COGNG46,2020-07-20,4.6,4
9576,COGN3,AMER,EQUITY CALL,COGNG48,2020-07-20,4.8,7
9578,COGN3,AMER,EQUITY CALL,COGNG5,2020-07-20,5.0,12
9579,COGN3,AMER,EQUITY CALL,COGNG52,2020-07-20,5.2,6
9580,COGN3,AMER,EQUITY CALL,COGNG54,2020-07-20,5.4,18
9581,COGN3,AMER,EQUITY CALL,COGNG56,2020-07-20,5.6,33
9582,COGN3,AMER,EQUITY CALL,COGNG580,2020-07-20,5.8,12
9583,COGN3,AMER,EQUITY CALL,COGNG60,2020-07-20,6.0,597
9584,COGN3,AMER,EQUITY CALL,COGNG620,2020-07-20,6.2,88
9585,COGN3,AMER,EQUITY CALL,COGNG640,2020-07-20,6.4,110
9586,COGN3,AMER,EQUITY CALL,COGNG660,2020-07-20,6.6,166
9587,COGN3,AMER,EQUITY CALL,COGNG680,2020-07-20,6.8,175
9588,COGN3,EURO,EQUITY CALL,COGNG690,2020-07-20,6.9,8
9589,COGN3,AMER,EQUITY CALL,COGNG7,2020-07-20,7.0,1159
9590,COGN3,AMER,EQUITY CALL,COGNG720,2020-07-20,7.2,156
9591,COGN3,AMER,EQUITY CALL,COGNG740,2020-07-20,7.4,633
9592,COGN3,EURO,EQUITY CALL,COGNG750,2020-07-20,7.5,308
9593,COGN3,AMER,EQUITY CALL,COGNG760,2020-07-20,7.6,13
9594,COGN3,EURO,EQUITY CALL,COGNG790,2020-07-20,7.9,3
9595,COGN3,AMER,EQUITY CALL,COGNG800,2020-07-20,8.0,472
9596,COGN3,AMER,EQUITY CALL,COGNG820,2020-07-20,8.2,18
9597,COGN3,AMER,EQUITY CALL,COGNG840,2020-07-20,8.4,316
9598,COGN3,AMER,EQUITY CALL,COGNG860,2020-07-20,8.6,8
9599,COGN3,AMER,EQUITY CALL,COGNG880,2020-07-20,8.8,3
9600,COGN3,AMER,EQUITY CALL,COGNG900,2020-07-20,9.0,291
9601,COGN3,AMER,EQUITY CALL,COGNG920,2020-07-20,9.2,8
9602,COGN3,AMER,EQUITY CALL,COGNG940,2020-07-20,9.4,21
9603,COGN3,AMER,EQUITY CALL,COGNH10,2020-08-17,10.0,50
9604,COGN3,AMER,EQUITY CALL,COGNH100,2020-08-17,9.8,569
9605,COGN3,EURO,EQUITY CALL,COGNH110,2020-08-17,11.05,17
9606,COGN3,AMER,EQUITY CALL,COGNH120,2020-08-17,11.8,23
9607,COGN3,AMER,EQUITY CALL,COGNH400,2020-08-17,4.0,2
9619,COGN3,AMER,EQUITY CALL,COGNH520,2020-08-17,5.2,1
9621,COGN3,EURO,EQUITY CALL,COGNH550,2020-08-17,5.5,8
9623,COGN3,AMER,EQUITY CALL,COGNH580,2020-08-17,5.8,16
9624,COGN3,AMER,EQUITY CALL,COGNH600,2020-08-17,6.0,22
9625,COGN3,AMER,EQUITY CALL,COGNH620,2020-08-17,6.2,59
9626,COGN3,AMER,EQUITY CALL,COGNH640,2020-08-17,6.4,48
9627,COGN3,AMER,EQUITY CALL,COGNH660,2020-08-17,6.6,81
9628,COGN3,AMER,EQUITY CALL,COGNH680,2020-08-17,6.8,124
9629,COGN3,AMER,EQUITY CALL,COGNH700,2020-08-17,7.0,1814
9630,COGN3,AMER,EQUITY CALL,COGNH720,2020-08-17,7.2,42
9631,COGN3,AMER,EQUITY CALL,COGNH740,2020-08-17,7.4,57
9632,COGN3,AMER,EQUITY CALL,COGNH760,2020-08-17,7.6,24
9633,COGN3,AMER,EQUITY CALL,COGNH900,2020-08-17,9.0,210
9642,COGN3,EURO,EQUITY CALL,COGNI650,2020-09-21,6.5,3
9645,COGN3,AMER,EQUITY CALL,COGNI700,2020-09-21,7.0,6
9648,COGN3,AMER,EQUITY CALL,COGNI760,2020-09-21,7.6,2
9650,COGN3,AMER,EQUITY CALL,COGNI800,2020-09-21,8.0,2
9660,COGN3,AMER,EQUITY CALL,COGNJ680,2020-10-19,6.8,1
9664,COGN3,EURO,EQUITY CALL,COGNJ750,2020-10-19,7.5,1
9669,COGN3,AMER,EQUITY CALL,COGNK620,2020-11-16,6.2,2
9675,COGN3,EURO,EQUITY CALL,COGNK810,2020-11-16,8.1,1
9676,COGN3,EURO,EQUITY CALL,COGNK830,2020-11-16,8.3,2
9682,COGN3,AMER,EQUITY CALL,COGNL700,2020-12-21,7.0,20
9683,COGN3,EURO,EQUITY PUT,COGNM120,2021-01-18,12.0,1
9698,COGN3,EURO,EQUITY PUT,COGNS350,2020-07-20,3.5,5
9700,COGN3,EURO,EQUITY PUT,COGNS37,2020-07-20,3.7,5
9701,COGN3,EURO,EQUITY PUT,COGNS38,2020-07-20,3.8,1
9703,COGN3,EURO,EQUITY PUT,COGNS40,2020-07-20,4.0,8
9706,COGN3,EURO,EQUITY PUT,COGNS43,2020-07-20,4.3,3
9708,COGN3,EURO,EQUITY PUT,COGNS45,2020-07-20,4.5,3
9709,COGN3,EURO,EQUITY PUT,COGNS46,2020-07-20,4.6,3
9710,COGN3,EURO,EQUITY PUT,COGNS47,2020-07-20,4.7,3
9711,COGN3,EURO,EQUITY PUT,COGNS48,2020-07-20,4.8,5
9712,COGN3,EURO,EQUITY PUT,COGNS49,2020-07-20,4.9,6
9713,COGN3,EURO,EQUITY PUT,COGNS5,2020-07-20,5.0,82
9714,COGN3,EURO,EQUITY PUT,COGNS52,2020-07-20,5.2,13
9715,COGN3,EURO,EQUITY PUT,COGNS54,2020-07-20,5.4,36
9716,COGN3,EURO,EQUITY PUT,COGNS56,2020-07-20,5.6,84
9717,COGN3,EURO,EQUITY PUT,COGNS580,2020-07-20,5.8,58
9718,COGN3,EURO,EQUITY PUT,COGNS60,2020-07-20,6.0,1197
9719,COGN3,EURO,EQUITY PUT,COGNS620,2020-07-20,6.2,55
9720,COGN3,EURO,EQUITY PUT,COGNS640,2020-07-20,6.4,69
9721,COGN3,EURO,EQUITY PUT,COGNS660,2020-07-20,6.6,40
9722,COGN3,EURO,EQUITY PUT,COGNS680,2020-07-20,6.8,8
9723,COGN3,EURO,EQUITY PUT,COGNS690,2020-07-20,6.9,4
9724,COGN3,EURO,EQUITY PUT,COGNS7,2020-07-20,7.0,9
9727,COGN3,EURO,EQUITY PUT,COGNS750,2020-07-20,7.5,1
9730,COGN3,EURO,EQUITY PUT,COGNS800,2020-07-20,8.0,1
9749,COGN3,EURO,EQUITY PUT,COGNT470,2020-08-17,4.7,4
9750,COGN3,EURO,EQUITY PUT,COGNT480,2020-08-17,4.8,2
9751,COGN3,EURO,EQUITY PUT,COGNT490,2020-08-17,4.9,5
9752,COGN3,EURO,EQUITY PUT,COGNT500,2020-08-17,5.0,37
9753,COGN3,EURO,EQUITY PUT,COGNT510,2020-08-17,5.1,7
9754,COGN3,EURO,EQUITY PUT,COGNT520,2020-08-17,5.2,8
9755,COGN3,EURO,EQUITY PUT,COGNT540,2020-08-17,5.4,10
9756,COGN3,EURO,EQUITY PUT,COGNT550,2020-08-17,5.5,10
9757,COGN3,EURO,EQUITY PUT,COGNT560,2020-08-17,5.6,8
9758,COGN3,EURO,EQUITY PUT,COGNT580,2020-08-17,5.8,28
9759,COGN3,EURO,EQUITY PUT,COGNT600,2020-08-17,6.0,133
9760,COGN3,EURO,EQUITY PUT,COGNT620,2020-08-17,6.2,17
9761,COGN3,EURO,EQUITY PUT,COGNT640,2020-08-17,6.4,12
9762,COGN3,EURO,EQUITY PUT,COGNT660,2020-08-17,6.6,43
9763,COGN3,EURO,EQUITY PUT,COGNT680,2020-08-17,6.8,3
9764,COGN3,EURO,EQUITY PUT,COGNT700,2020-08-17,7.0,2
9765,COGN3,EURO,EQUITY PUT,COGNT720,2020-08-17,7.2,20
9767,COGN3,EURO,EQUITY PUT,COGNT760,2020-08-17,7.6,7
9768,COGN3,EURO,EQUITY PUT,COGNT900,2020-08-17,9.0,4
9772,COGN3,EURO,EQUITY PUT,COGNU560,2020-09-21,5.6,1
9773,COGN3,EURO,EQUITY PUT,COGNU580,2020-09-21,5.8,2
9774,COGN3,EURO,EQUITY PUT,COGNU600,2020-09-21,6.0,1
9790,COGN3,EURO,EQUITY PUT,COGNV107,2020-10-19,10.75,3
9791,COGN3,EURO,EQUITY PUT,COGNV250,2020-10-19,2.5,1
9803,COGN3,EURO,EQUITY PUT,COGNW600,2020-11-16,6.0,2
9890,CPLE6,AMER,EQUITY CALL,CPLEG61,2020-07-20,61.0,1
9891,CPLE6,AMER,EQUITY CALL,CPLEG62,2020-07-20,62.0,15
9893,CPLE6,AMER,EQUITY CALL,CPLEG64,2020-07-20,64.0,1
9978,CPLE6,EURO,EQUITY PUT,CPLES55,2020-07-20,55.0,1
9985,CPLE6,EURO,EQUITY PUT,CPLES62,2020-07-20,62.0,2
10019,CPLE6,EURO,EQUITY PUT,CPLET650,2020-08-17,65.0,1
10126,CSAN3,AMER,EQUITY CALL,CSANG66,2020-07-20,64.5,1
10130,CSAN3,AMER,EQUITY CALL,CSANG70,2020-07-20,68.5,1
10131,CSAN3,AMER,EQUITY CALL,CSANG71,2020-07-20,71.5,3
10132,CSAN3,AMER,EQUITY CALL,CSANG710,2020-07-20,69.5,1
10135,CSAN3,AMER,EQUITY CALL,CSANG740,2020-07-20,72.5,1
10157,CSAN3,AMER,EQUITY CALL,CSANH730,2020-08-17,71.5,13
10213,CSAN3,EURO,EQUITY PUT,CSANS66,2020-07-20,64.5,10
10216,CSAN3,EURO,EQUITY PUT,CSANS690,2020-07-20,67.5,2
10217,CSAN3,EURO,EQUITY PUT,CSANS70,2020-07-20,68.5,3
10219,CSAN3,EURO,EQUITY PUT,CSANS710,2020-07-20,69.5,2
10220,CSAN3,EURO,EQUITY PUT,CSANS72,2020-07-20,70.5,3
10238,CSAN3,EURO,EQUITY PUT,CSANT680,2020-08-17,66.5,1
10239,CSAN3,EURO,EQUITY PUT,CSANT690,2020-08-17,67.5,5
10279,CSNA3,EURO,EQUITY CALL,CSNAA117,2021-01-18,11.75,4
10281,CSNA3,EURO,EQUITY CALL,CSNAC142,2021-03-15,14.24,1
10285,CSNA3,AMER,EQUITY CALL,CSNAG105,2020-07-20,10.49,11
10286,CSNA3,EURO,EQUITY CALL,CSNAG107,2020-07-20,10.74,7
10287,CSNA3,AMER,EQUITY CALL,CSNAG110,2020-07-20,10.99,34
10288,CSNA3,EURO,EQUITY CALL,CSNAG112,2020-07-20,11.24,6
10289,CSNA3,AMER,EQUITY CALL,CSNAG115,2020-07-20,11.49,25
10290,CSNA3,EURO,EQUITY CALL,CSNAG117,2020-07-20,11.74,5
10291,CSNA3,AMER,EQUITY CALL,CSNAG120,2020-07-20,11.99,64
10292,CSNA3,EURO,EQUITY CALL,CSNAG122,2020-07-20,12.24,2
10293,CSNA3,AMER,EQUITY CALL,CSNAG125,2020-07-20,12.49,89
10294,CSNA3,EURO,EQUITY CALL,CSNAG127,2020-07-20,12.74,5
10295,CSNA3,AMER,EQUITY CALL,CSNAG130,2020-07-20,12.99,96
10296,CSNA3,EURO,EQUITY CALL,CSNAG132,2020-07-20,13.24,8
10297,CSNA3,AMER,EQUITY CALL,CSNAG135,2020-07-20,13.49,29
10299,CSNA3,AMER,EQUITY CALL,CSNAG139,2020-07-20,13.99,4
10300,CSNA3,EURO,EQUITY CALL,CSNAG142,2020-07-20,14.24,3
10301,CSNA3,EURO,EQUITY CALL,CSNAG152,2020-07-20,15.24,25
10303,CSNA3,EURO,EQUITY CALL,CSNAG202,2020-07-20,19.74,3
10316,CSNA3,AMER,EQUITY CALL,CSNAG84,2020-07-20,8.44,4
10319,CSNA3,AMER,EQUITY CALL,CSNAG904,2020-07-20,9.04,1
10322,CSNA3,AMER,EQUITY CALL,CSNAG965,2020-07-20,9.64,1
10327,CSNA3,AMER,EQUITY CALL,CSNAH106,2020-08-17,10.69,5
10330,CSNA3,AMER,EQUITY CALL,CSNAH115,2020-08-17,11.19,1
10331,CSNA3,AMER,EQUITY CALL,CSNAH116,2020-08-17,11.69,1
10333,CSNA3,AMER,EQUITY CALL,CSNAH120,2020-08-17,12.19,3
10334,CSNA3,EURO,EQUITY CALL,CSNAH124,2020-08-17,12.44,2
10336,CSNA3,AMER,EQUITY CALL,CSNAH130,2020-08-17,13.19,2
10341,CSNA3,EURO,EQUITY CALL,CSNAH154,2020-08-17,15.44,1
10342,CSNA3,AMER,EQUITY CALL,CSNAH160,2020-08-17,15.69,1
10366,CSNA3,EURO,EQUITY CALL,CSNAI124,2020-09-21,12.44,1
10370,CSNA3,AMER,EQUITY CALL,CSNAI132,2020-09-21,13.19,1
10372,CSNA3,EURO,EQUITY CALL,CSNAI137,2020-09-21,13.44,5
10401,CSNA3,EURO,EQUITY PUT,CSNAS100,2020-07-20,9.99,5
10403,CSNA3,EURO,EQUITY PUT,CSNAS105,2020-07-20,10.49,3
10404,CSNA3,EURO,EQUITY PUT,CSNAS107,2020-07-20,10.74,3
10405,CSNA3,EURO,EQUITY PUT,CSNAS110,2020-07-20,10.99,5
10407,CSNA3,EURO,EQUITY PUT,CSNAS115,2020-07-20,11.49,13
10423,CSNA3,EURO,EQUITY PUT,CSNAS62,2020-07-20,6.24,3
10431,CSNA3,EURO,EQUITY PUT,CSNAS784,2020-07-20,7.84,1
10433,CSNA3,EURO,EQUITY PUT,CSNAS82,2020-07-20,8.24,1
10434,CSNA3,EURO,EQUITY PUT,CSNAS84,2020-07-20,8.44,1
10435,CSNA3,EURO,EQUITY PUT,CSNAS86,2020-07-20,8.64,1
10437,CSNA3,EURO,EQUITY PUT,CSNAS904,2020-07-20,9.04,2
10439,CSNA3,EURO,EQUITY PUT,CSNAS945,2020-07-20,9.44,1
10440,CSNA3,EURO,EQUITY PUT,CSNAS965,2020-07-20,9.64,2
10441,CSNA3,EURO,EQUITY PUT,CSNAS975,2020-07-20,9.74,1
10442,CSNA3,EURO,EQUITY PUT,CSNAS985,2020-07-20,9.84,3
10444,CSNA3,EURO,EQUITY PUT,CSNAT104,2020-08-17,10.44,3
10447,CSNA3,EURO,EQUITY PUT,CSNAT111,2020-08-17,11.44,3
10449,CSNA3,EURO,EQUITY PUT,CSNAT116,2020-08-17,11.69,1
10471,CSNA3,EURO,EQUITY PUT,CSNAT924,2020-08-17,9.24,1
10475,CSNA3,EURO,EQUITY PUT,CSNAT994,2020-08-17,9.94,1
10526,CVCB3,AMER,EQUITY CALL,CVCBG185,2020-07-20,18.5,4
10527,CVCB3,AMER,EQUITY CALL,CVCBG195,2020-07-20,19.5,5
10528,CVCB3,AMER,EQUITY CALL,CVCBG205,2020-07-20,20.5,1
10529,CVCB3,AMER,EQUITY CALL,CVCBG215,2020-07-20,21.5,5
10530,CVCB3,AMER,EQUITY CALL,CVCBG225,2020-07-20,22.5,1
10533,CVCB3,AMER,EQUITY CALL,CVCBG255,2020-07-20,25.5,4
10542,CVCB3,AMER,EQUITY CALL,CVCBH271,2020-08-17,27.15,2
10549,CVCB3,EURO,EQUITY CALL,CVCBI164,2020-09-21,16.4,1
10573,CVCB3,EURO,EQUITY PUT,CVCBS12,2020-07-20,12.0,2
10575,CVCB3,EURO,EQUITY PUT,CVCBS14,2020-07-20,14.0,1
10576,CVCB3,EURO,EQUITY PUT,CVCBS165,2020-07-20,16.5,1
10577,CVCB3,EURO,EQUITY PUT,CVCBS175,2020-07-20,17.5,1
10580,CVCB3,EURO,EQUITY PUT,CVCBS205,2020-07-20,20.5,2
10590,CVCB3,EURO,EQUITY PUT,CVCBT156,2020-08-17,15.65,1
10624,CYRE3,AMER,EQUITY CALL,CYREG14,2020-07-20,14.0,2
10633,CYRE3,AMER,EQUITY CALL,CYREG210,2020-07-20,21.0,29
10635,CYRE3,AMER,EQUITY CALL,CYREG220,2020-07-20,22.0,3
10636,CYRE3,AMER,EQUITY CALL,CYREG230,2020-07-20,23.0,11
10637,CYRE3,AMER,EQUITY CALL,CYREG245,2020-07-20,24.5,6
10638,CYRE3,AMER,EQUITY CALL,CYREG250,2020-07-20,25.0,9
10639,CYRE3,AMER,EQUITY CALL,CYREG255,2020-07-20,25.5,5
10640,CYRE3,AMER,EQUITY CALL,CYREG260,2020-07-20,26.0,2
10641,CYRE3,AMER,EQUITY CALL,CYREG265,2020-07-20,26.5,2
10643,CYRE3,AMER,EQUITY CALL,CYREG275,2020-07-20,27.5,6
10673,CYRE3,AMER,EQUITY CALL,CYREH210,2020-08-17,21.0,15
10675,CYRE3,AMER,EQUITY CALL,CYREH220,2020-08-17,22.0,3
10677,CYRE3,AMER,EQUITY CALL,CYREH230,2020-08-17,23.0,1
10679,CYRE3,AMER,EQUITY CALL,CYREH240,2020-08-17,24.0,1
10681,CYRE3,AMER,EQUITY CALL,CYREH250,2020-08-17,25.0,5
10719,CYRE3,AMER,EQUITY CALL,CYREL270,2020-12-21,27.0,1
10728,CYRE3,EURO,EQUITY PUT,CYRES15,2020-07-20,15.0,1
10730,CYRE3,EURO,EQUITY PUT,CYRES16,2020-07-20,16.0,1
10732,CYRE3,EURO,EQUITY PUT,CYRES18,2020-07-20,18.0,2
10734,CYRE3,EURO,EQUITY PUT,CYRES200,2020-07-20,20.0,3
10736,CYRE3,EURO,EQUITY PUT,CYRES210,2020-07-20,21.0,1
10737,CYRE3,EURO,EQUITY PUT,CYRES215,2020-07-20,21.5,2
10738,CYRE3,EURO,EQUITY PUT,CYRES220,2020-07-20,22.0,4
10739,CYRE3,EURO,EQUITY PUT,CYRES230,2020-07-20,23.0,14
10750,CYRE3,EURO,EQUITY PUT,CYRES43,2020-07-20,13.5,1
10752,CYRE3,EURO,EQUITY PUT,CYRES46,2020-07-20,16.5,17
10754,CYRE3,EURO,EQUITY PUT,CYRES48,2020-07-20,18.5,2
10764,CYRE3,EURO,EQUITY PUT,CYRET162,2020-08-17,16.25,1
10767,CYRE3,EURO,EQUITY PUT,CYRET170,2020-08-17,17.0,1
10776,CYRE3,EURO,EQUITY PUT,CYRET210,2020-08-17,21.0,2
10778,CYRE3,EURO,EQUITY PUT,CYRET220,2020-08-17,22.0,2
10780,CYRE3,EURO,EQUITY PUT,CYRET230,2020-08-17,23.0,7
14240,ECOR3,AMER,EQUITY CALL,ECORG13,2020-07-20,13.0,2
14241,ECOR3,AMER,EQUITY CALL,ECORG14,2020-07-20,14.0,4
14246,ECOR3,AMER,EQUITY CALL,ECORG42,2020-07-20,12.5,1
14247,ECOR3,AMER,EQUITY CALL,ECORG43,2020-07-20,13.5,1
14249,ECOR3,AMER,EQUITY CALL,ECORG45,2020-07-20,15.5,2
14263,ECOR3,AMER,EQUITY CALL,ECORH125,2020-08-17,12.5,2
14309,ECOR3,EURO,EQUITY PUT,ECORS42,2020-07-20,12.5,1
14325,ECOR3,EURO,EQUITY PUT,ECORT120,2020-08-17,12.0,1
14382,EGIE3,AMER,EQUITY CALL,EGIEG43,2020-07-20,43.0,2
14388,EGIE3,AMER,EQUITY CALL,EGIEG510,2020-07-20,51.0,1
14478,EGIE3,EURO,EQUITY PUT,EGIES40,2020-07-20,40.0,4
14524,EGIE3,EURO,EQUITY PUT,EGIEU390,2020-09-21,37.54,1
14592,ELET3,AMER,EQUITY CALL,ELETG299,2020-07-20,30.0,1
14593,ELET6,AMER,EQUITY CALL,ELETG300,2020-07-20,30.0,6
14594,ELET3,AMER,EQUITY CALL,ELETG304,2020-07-20,30.5,1
14596,ELET3,AMER,EQUITY CALL,ELETG31,2020-07-20,31.0,2
14597,ELET6,AMER,EQUITY CALL,ELETG310,2020-07-20,31.0,2
14599,ELET3,AMER,EQUITY CALL,ELETG32,2020-07-20,32.0,9
14600,ELET6,AMER,EQUITY CALL,ELETG320,2020-07-20,32.0,1
14601,ELET3,AMER,EQUITY CALL,ELETG325,2020-07-20,32.5,2
14602,ELET3,AMER,EQUITY CALL,ELETG33,2020-07-20,33.0,9
14603,ELET6,AMER,EQUITY CALL,ELETG330,2020-07-20,33.0,3
14605,ELET6,AMER,EQUITY CALL,ELETG34,2020-07-20,34.0,2
14606,ELET3,AMER,EQUITY CALL,ELETG340,2020-07-20,34.0,7
14607,ELET3,AMER,EQUITY CALL,ELETG345,2020-07-20,34.5,1
14610,ELET3,AMER,EQUITY CALL,ELETG355,2020-07-20,35.5,1
14612,ELET3,AMER,EQUITY CALL,ELETG360,2020-07-20,36.0,3
14619,ELET6,AMER,EQUITY CALL,ELETG405,2020-07-20,40.5,1
14659,ELET3,AMER,EQUITY CALL,ELETH290,2020-08-17,29.0,1
14662,ELET6,AMER,EQUITY CALL,ELETH299,2020-08-17,30.0,4
14669,ELET3,AMER,EQUITY CALL,ELETH310,2020-08-17,31.0,4
14675,ELET3,AMER,EQUITY CALL,ELETH320,2020-08-17,32.0,1
14696,ELET3,AMER,EQUITY CALL,ELETH355,2020-08-17,35.5,1
14755,ELET3,AMER,EQUITY CALL,ELETI330,2020-09-21,33.0,1
14763,ELET3,AMER,EQUITY CALL,ELETI350,2020-09-21,35.0,1
14772,ELET3,AMER,EQUITY CALL,ELETL400,2020-12-21,40.0,2
14779,ELET3,EURO,EQUITY PUT,ELETS20,2020-07-20,20.0,1
14785,ELET3,EURO,EQUITY PUT,ELETS22,2020-07-20,22.0,2
14796,ELET3,EURO,EQUITY PUT,ELETS26,2020-07-20,26.0,1
14805,ELET3,EURO,EQUITY PUT,ELETS29,2020-07-20,29.0,1
14809,ELET3,EURO,EQUITY PUT,ELETS299,2020-07-20,30.0,4
14813,ELET3,EURO,EQUITY PUT,ELETS31,2020-07-20,31.0,1
14854,ELET3,EURO,EQUITY PUT,ELETS58,2020-07-20,28.5,1
14860,ELET3,EURO,EQUITY PUT,ELETT247,2020-08-17,24.75,1
14861,ELET3,EURO,EQUITY PUT,ELETT250,2020-08-17,25.0,1
14866,ELET3,EURO,EQUITY PUT,ELETT265,2020-08-17,26.5,1
14879,ELET6,EURO,EQUITY PUT,ELETT299,2020-08-17,30.0,1
14880,ELET3,EURO,EQUITY PUT,ELETT300,2020-08-17,30.0,1
14885,ELET6,EURO,EQUITY PUT,ELETT309,2020-08-17,31.0,2
14941,ELET3,EURO,EQUITY PUT,ELETU255,2020-09-21,25.5,2
14956,ELET3,EURO,EQUITY PUT,ELETU290,2020-09-21,29.0,2
14995,EMBR3,AMER,EQUITY CALL,EMBRG10,2020-07-20,10.0,31
14996,EMBR3,AMER,EQUITY CALL,EMBRG11,2020-07-20,11.0,19
14997,EMBR3,AMER,EQUITY CALL,EMBRG12,2020-07-20,12.0,9
14998,EMBR3,AMER,EQUITY CALL,EMBRG40,2020-07-20,10.5,3
14999,EMBR3,AMER,EQUITY CALL,EMBRG41,2020-07-20,11.5,2
15000,EMBR3,AMER,EQUITY CALL,EMBRG42,2020-07-20,12.5,9
15013,EMBR3,AMER,EQUITY CALL,EMBRG76,2020-07-20,7.6,3
15014,EMBR3,AMER,EQUITY CALL,EMBRG78,2020-07-20,7.8,4
15015,EMBR3,AMER,EQUITY CALL,EMBRG8,2020-07-20,8.0,24
15016,EMBR3,AMER,EQUITY CALL,EMBRG82,2020-07-20,8.2,6
15017,EMBR3,AMER,EQUITY CALL,EMBRG84,2020-07-20,8.4,14
15018,EMBR3,AMER,EQUITY CALL,EMBRG86,2020-07-20,8.6,13
15019,EMBR3,AMER,EQUITY CALL,EMBRG88,2020-07-20,8.8,11
15020,EMBR3,AMER,EQUITY CALL,EMBRG9,2020-07-20,9.0,30
15021,EMBR3,AMER,EQUITY CALL,EMBRG92,2020-07-20,9.2,8
15022,EMBR3,AMER,EQUITY CALL,EMBRG94,2020-07-20,9.4,8
15023,EMBR3,AMER,EQUITY CALL,EMBRG96,2020-07-20,9.6,4
15024,EMBR3,AMER,EQUITY CALL,EMBRG98,2020-07-20,9.8,3
15025,EMBR3,AMER,EQUITY CALL,EMBRH100,2020-08-17,10.0,1
15036,EMBR3,AMER,EQUITY CALL,EMBRH640,2020-08-17,6.4,2
15037,EMBR3,AMER,EQUITY CALL,EMBRH660,2020-08-17,6.6,4
15038,EMBR3,AMER,EQUITY CALL,EMBRH680,2020-08-17,6.8,2
15040,EMBR3,AMER,EQUITY CALL,EMBRH720,2020-08-17,7.2,1
15041,EMBR3,AMER,EQUITY CALL,EMBRH740,2020-08-17,7.4,1
15043,EMBR3,AMER,EQUITY CALL,EMBRH780,2020-08-17,7.8,25
15044,EMBR3,AMER,EQUITY CALL,EMBRH800,2020-08-17,8.0,19
15045,EMBR3,AMER,EQUITY CALL,EMBRH820,2020-08-17,8.2,2
15046,EMBR3,AMER,EQUITY CALL,EMBRH840,2020-08-17,8.4,3
15048,EMBR3,AMER,EQUITY CALL,EMBRH860,2020-08-17,8.6,8
15049,EMBR3,AMER,EQUITY CALL,EMBRH880,2020-08-17,8.8,3
15050,EMBR3,AMER,EQUITY CALL,EMBRH900,2020-08-17,9.0,1
15051,EMBR3,AMER,EQUITY CALL,EMBRH920,2020-08-17,9.2,3
15052,EMBR3,AMER,EQUITY CALL,EMBRH940,2020-08-17,9.4,2
15053,EMBR3,AMER,EQUITY CALL,EMBRH960,2020-08-17,9.6,6
15087,EMBR3,EURO,EQUITY PUT,EMBRS58,2020-07-20,5.8,3
15091,EMBR3,EURO,EQUITY PUT,EMBRS66,2020-07-20,6.6,1
15092,EMBR3,EURO,EQUITY PUT,EMBRS68,2020-07-20,6.8,1
15093,EMBR3,EURO,EQUITY PUT,EMBRS7,2020-07-20,7.0,5
15094,EMBR3,EURO,EQUITY PUT,EMBRS72,2020-07-20,7.2,5
15095,EMBR3,EURO,EQUITY PUT,EMBRS74,2020-07-20,7.4,2
15096,EMBR3,EURO,EQUITY PUT,EMBRS76,2020-07-20,7.6,13
15098,EMBR3,EURO,EQUITY PUT,EMBRS8,2020-07-20,8.0,6
15100,EMBR3,EURO,EQUITY PUT,EMBRS84,2020-07-20,8.4,1
15101,EMBR3,EURO,EQUITY PUT,EMBRS86,2020-07-20,8.6,1
15102,EMBR3,EURO,EQUITY PUT,EMBRS88,2020-07-20,8.8,4
15104,EMBR3,EURO,EQUITY PUT,EMBRS92,2020-07-20,9.2,1
15119,EMBR3,EURO,EQUITY PUT,EMBRT640,2020-08-17,6.4,3
15121,EMBR3,EURO,EQUITY PUT,EMBRT680,2020-08-17,6.8,1
